# Lecture du graphe construit par run.py — runs/20260926-040544
# plage 2026-09-25 18:01 -> 20:11, fenêtres de 60 s
# fenêtres gardées : 130

queue: food_delivery    run: runs/20260926-040544
window  start_utc                   backlog  backlog_slope   publish_rate   consume_rate rate_imbalance      consumers
29839353  18:33:00             ts-delivery-service-79c46f4f45-r5pwb               705.724           706.720                 -             0.003         433131520
29839353  18:33:00             ts-delivery-service-79c46f4f45-tvmfl               706.065           706.972                 -             0.002         442683392
29839353  18:33:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839354  18:34:00             ts-delivery-service-79c46f4f45-bmgvs               705.894           706.799                 -             0.002         439070720
29839354  18:34:00             ts-delivery-service-79c46f4f45-r5pwb               705.920           706.844                 -             0.003         433131520
29839354  18:34:00             ts-delivery-service-79c46f4f45-tvmfl               706.185           707.135                 -             0.003         442683392
29839354  18:34:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839355  18:35:00             ts-delivery-service-79c46f4f45-bmgvs               705.959           707.508                 -             0.003         439070720
29839355  18:35:00             ts-delivery-service-79c46f4f45-r5pwb               705.842           707.270                 -             0.003         433131520
29839355  18:35:00             ts-delivery-service-79c46f4f45-tvmfl               706.092           707.589                 -             0.003         442683392
29839355  18:35:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839356  18:36:00             ts-delivery-service-79c46f4f45-bmgvs               705.861           707.249                 -             0.003         439074816
29839356  18:36:00             ts-delivery-service-79c46f4f45-r5pwb               706.002           706.998                 -             0.003         432889856
29839356  18:36:00             ts-delivery-service-79c46f4f45-tvmfl               705.877           706.711                 -             0.003         442589184
29839356  18:36:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839357  18:37:00             ts-delivery-service-79c46f4f45-bmgvs               706.020           708.260                 -             0.003         439074816
29839357  18:37:00             ts-delivery-service-79c46f4f45-r5pwb               706.099           707.177                 -             0.003         432857088
29839357  18:37:00             ts-delivery-service-79c46f4f45-tvmfl               706.089           706.895                 -             0.003         442585088
29839357  18:37:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839358  18:38:00             ts-delivery-service-79c46f4f45-bmgvs               705.945           706.934                 -             0.003         439074816
29839358  18:38:00             ts-delivery-service-79c46f4f45-r5pwb               705.802           706.603                 -             0.003         433070080
29839358  18:38:00             ts-delivery-service-79c46f4f45-tvmfl               706.118           707.138                 -             0.004         442695680
29839358  18:38:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839359  18:39:00             ts-delivery-service-79c46f4f45-bmgvs               706.002           707.588                 -             0.003         439083008
29839359  18:39:00             ts-delivery-service-79c46f4f45-r5pwb               705.962           707.018                 -             0.003         433070080
29839359  18:39:00             ts-delivery-service-79c46f4f45-tvmfl               706.135           707.385                 -             0.002         442818560
29839359  18:39:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416468992
29839360  18:40:00             ts-delivery-service-79c46f4f45-bmgvs               705.938           706.884                 -             0.003         439083008
29839360  18:40:00             ts-delivery-service-79c46f4f45-r5pwb               706.038           707.128                 -             0.004         433053696
29839360  18:40:00             ts-delivery-service-79c46f4f45-tvmfl               705.801           707.635                 -             0.003         442585088
29839360  18:40:00             ts-food-delivery-service-7cdc54dd4d-4jwk                 -                 -                 -             0.001         416464896
29839361  18:41:00             ts-delivery-service-79c46f4f45-bmgvs               705.942           707.156                 -             0.003         439078912
29839361  18:41:00             ts-delivery-service-79c46f4f45-r5pwb               705.845           707.161                 -             0.003         433037312
29839361  18:41:00             ts-delivery-service-79c46f4f45-tvmfl               705.997           707.172                 -             0.004         442585088
